TIC ID;TOI;TESS Disposition;TFOPWG Disposition;Source;Period (days);Period (days) err;Date TOI Alerted (UTC);Date TOI Updated (UTC);Date Modified;Comments
231663901;101.01;KP;KP;spoc;143.036.914.033.977;0.0000009228199;05/09/2018;07/10/2021;29/10/2021 00:00;WASP-46 b
149603524;102.01;KP;KP;qlp;44.119.288;0.0000158;07/05/2019;24/08/2021;29/10/2021 00:00;WASP 62 b
336732616;103.01;KP;KP;spoc;3.547.854;0.000149;05/09/2018;27/10/2020;29/10/2021 00:00;HATS-3 b
231670397;104.01;KP;KP;spoc;408.729.939.632.711;0.0000041056146;05/09/2018;01/12/2021;07/12/2021 12:08;WASP-73 b
144065872;105.01;KP;KP;spoc-s01-s36-b0A-CPKP;218.466.694.872.065;0.0000004851188;05/09/2018;08/12/2021;21/12/2021 12:05;WASP-95
38846515;106.01;KP;KP;qlp;28.493.824;0.0000042;07/05/2019;26/08/2021;29/10/2021 00:00;WASP-100b
92352620;107.01;KP;KP;spoc;395.020.094.278.708;0.000001600228;05/09/2018;07/10/2021;29/10/2021 00:00;WASP-94 A b
289793076;108.01;KP;KP;spoc;30.440.540.665.342;0.00000425771;05/09/2018;20/10/2021;29/10/2021 00:00;HATS-13 b
29344935;109.01;KP;KP;spoc;2.766.747.877.062;0.0000045420184;05/09/2018;02/12/2021;07/12/2021 12:08;HATS-14 b
281459670;110.01;KP;KP;spoc;317.434.739.143.305;0.000002150323;14/11/2018;03/12/2021;07/12/2021 12:08;HATS-30 b
355703913;111.01;KP;KP;spoc;210.616.073.391.332;0.0000037834607;22/10/2018;02/12/2021;07/12/2021 12:08;HATS-34 b
388104525;112.01;KP;KP;spoc;249.979.959.810.286;0.00000044218152;07/05/2019;02/12/2021;07/12/2021 12:08;WASP-119 b
97409519;113.01;KP;KP;spoc;3.372.877;0.000147;05/09/2018;27/10/2020;29/10/2021 00:00;WASP-124
25155310;114.01;KP;KP;spoc;328.878.776.139.412;0.0000005280507;07/05/2019;02/12/2021;07/12/2021 12:08;WASP-126 b
281541555;115.01;KP;KP;spoc;474.237.847.689.397;0.000007232835;22/10/2018;07/10/2021;29/10/2021 00:00;HATS-46 b
238176110;116.01;KP;KP;spoc-s01-s36-b0A-CPKP;279.857.944.060.727;0.00000063140624;05/09/2018;09/12/2021;21/12/2021 12:05;WASP-91 b
322307342;117.01;KP;KP;spoc;358.629.619.986.471;0.00015300933;05/09/2018;07/10/2021;29/10/2021 00:00;HATS-68 b
266980320;118.01;CP;CP;spoc;603.445.687.781.177;0.0000098619;05/09/2018;07/10/2021;29/10/2021 00:00;HD 219666 b
278683844;119.01;PC;PC;qlp;55.411.063;0.0000115;07/05/2019;19/08/2021;29/10/2021 00:00;Some depth-aperture correlation. TFOP work in progress. Multi candidate. Centroid offset but not centered on another star.
278683844;119.02;PC;PC;qlp;106.917.564;0.0000318;17/05/2019;26/08/2021;29/10/2021 00:00;outer candidate in potential multi
394137592;120.01;CP;CP;sector-01-spoc-alerts;11.535.076;0.001035;05/09/2018;07/12/2021;08/12/2021 00:00;"HD 1397 b	"
207081058;121.01;PC;APC;qlp;1.476.367;0.00027;05/09/2018;27/10/2020;29/10/2021 00:00;low-mass EB
231702397;122.01;CP;CP;spoc;507.802.548.638.435;0.000013443171;05/09/2018;01/12/2021;07/12/2021 12:08;TOI-122 b
290131778;123.01;CP;CP;spoc;330.887.730.524.169;0.000001385715;05/09/2018;20/10/2021;29/10/2021 00:00;HD 202772 A b
29831208;124.01;PC;APC;qlp;1.842.799;0.0000022;04/12/2018;28/01/2021;29/10/2021 00:00;known TOI
52368076;125.01;CP;CP;spoc;465.179.058.475.914;0.00002239795;19/10/2018;02/12/2021;07/12/2021 12:08;TOI-125 b / TOI 125.01
52368076;125.02;CP;CP;spoc-s01-s36-b0A-CPKP;915.466.210.597.647;0.000043547956;19/10/2018;09/12/2021;21/12/2021 12:05;TOI-125 c / TOI-125.02
52368076;125.03;CP;CP;spoc-s01-s36-b0A-CPKP;199.812.508.989.029;0.000113433714;19/10/2018;09/12/2021;21/12/2021 12:05;period is likely correct but possibly two independent single transits
70440470;126.01;KP;KP;spoc-s01-s36-b0A-CPKP;30.353.977.118.465;0.0000036765503;07/11/2018;08/12/2021;09/12/2021 12:05;WASP-12 b
234523599;127.01;CP;CP;spoc-s01-s36-b0A-CPKP;379.551.778.380.905;0.0000022713773;14/11/2018;09/12/2021;21/12/2021 12:05;HATS-71 b
391949880;128.01;PC;PC;qlp;49.404.681;0.0000139;05/09/2018;19/08/2021;29/10/2021 00:00;There is a nearby (2
201248411;129.01;CP;CP;spoc;0.980980683503152;0.000001171651;22/10/2018;02/12/2021;07/12/2021 12:08;TOI 129.01 / HIP 65 A b
263003176;130.01;CP;CP;spoc;143.392.241.862.003;0.00004860819;05/09/2018;11/10/2021;29/10/2021 00:00;HD 5278 b
235037761;131.01;PC;APC;qlp-s28-ffi;624.072;.0;05/09/2018;07/12/2021;21/12/2021 12:05;V shaped
89020549;132.01;CP;CP;spoc;210.968.488.254.532;0.0000066356783;05/09/2018;01/12/2021;07/12/2021 12:08;TOI-132 b / TOI-132.01
219338557;133.01;PC;PC;spoc;819.922.718.924.325;0.000033172197;05/09/2018;01/07/2021;29/10/2021 00:00;TFOP work in progress.
234994474;134.01;CP;CP;spoc;140.152.451.566.955;0.0000059932813;05/09/2018;07/10/2021;29/10/2021 00:00;L 168-9 b
267263253;135.01;PC;CP;qlp;412.691;.0;05/09/2018;26/10/2020;29/10/2021 00:00;HD 2685b
410153553;136.01;PC;CP;spoc;0.462884405273262;0.000015224909;05/09/2018;27/10/2020;25/11/2021 12:05;Level 1 target. Potential short period small planet around an M dwarf.
176957796;137.01;IS;FA;qlp-s31-tois;48.173.797;0.0057592;05/09/2018;07/12/2021;21/12/2021 12:05;TFOP FA
277683130;138.01;EB;APC;spoc-s01-s36-b0A;619.826.411.331.066;0.00000599643;05/09/2018;07/12/2021;21/12/2021 12:05;TFOP APC
62483237;139.01;PC;PC;spoc;110.708.037.285.261;0.000045374956;05/09/2018;06/07/2021;29/10/2021 00:00;potential L1 planet
140068425;140.01;PC;APC;spoc;228.126.419.667.409;0.000309919;05/09/2018;27/10/2020;29/10/2021 00:00;very likely EB
403224672;141.01;CP;CP;spoc;100.822.655.753.975;0.00000373102;05/09/2018;07/10/2021;29/10/2021 00:00;HD 213885 b
425934411;142.01;PC;PC;spoc;0.853353552145166;0.000003000903;14/11/2018;14/11/2018;29/10/2021 00:00;V-shaped
25375553;143.01;KP;KP;spoc;231.096.889.835.692;0.0000010088291;05/09/2018;02/12/2021;07/12/2021 12:08;WASP-111 b
261136679;144.01;CP;CP;spoc;626.781.105.588.686;0.0000038082624;07/05/2019;02/12/2021;07/12/2021 12:08;pi Men c
265612438;145.01;PC;PC;qlp-s28-tois;513.002;0.00003;05/09/2018;07/12/2021;21/12/2021 12:05;Some confusion about whether source is this star or the close pair of equal brightness stars to the NE (260985864)- but difference image seems to indicate source is more likely to be this star.
355636844;146.01;PC;FP;qlp;629.632;0.00401;05/09/2018;20/11/2020;29/10/2021 00:00;Signal coming from a faint star to the SE. At least for the brighter of those it could be a planet.
220435095;147.01;PC;FP;qlp;342.321;0.00001;05/09/2018;20/05/2020;29/10/2021 00:00;Visible secondary
393940766;148.01;PC;CP;spoc;486.706.891.386.647;0.00067827076;05/09/2018;02/10/2020;29/10/2021 00:00;Planet candidate around 393940766 to the NW.
260985861;149.01;PC;PC;spoc-s01-s39-b0A-PC;333.993.499.913.191;0.0000027625022;05/09/2018;22/03/2022;25/03/2022 12:06;Source is apparently 260985864 which may be a planet depending on the host star size. SG1 should clear the neighbor. No stellar radius.
271893367;150.01;CP;CP;spoc;585.741.333.613.267;0.0000034512384;05/09/2018;24/09/2021;02/11/2021 14:52;TOI 150 b
382302241;151.01;EB;FP;sector-01-qlp-alerts;159.782;0.00006;05/09/2018;07/12/2021;07/12/2021 00:00;Large with possible synchronization
403287048;152.01;EB;FP;sector-01-qlp-alerts;700.776;0.00315;05/09/2018;07/12/2021;07/12/2021 00:00;retired as NEB
231081369;153.01;PC;APC;qlp;76.316.426;0.000009;05/09/2018;28/01/2021;29/10/2021 00:00;ExoFOP follow-up in progress. TOI 153.
389525208;154.01;EB;FP;qlp-s27-ffi;674.657;0.00001;05/09/2018;07/12/2021;21/12/2021 12:05;TFOP FP
129637892;155.01;PC;PC;spoc;544.902.317.996.631;0.0005284778;05/09/2018;05/09/2018;29/10/2021 00:00;
220518305;156.01;EB;FP;qlp-s30-ffi;14.152;0.00003;05/09/2018;07/12/2021;21/12/2021 12:05;"EB confirmed with CHIRON RVs	"
140691463;157.01;CP;CP;qlp;20.845.398;0.0000005;05/09/2018;09/11/2021;13/11/2021 12:04;TOI-157b (Nielsen+2020)
403136413;158.01;EB;FP;sector-01-qlp-alerts;251.266;0.00045;05/09/2018;07/12/2021;07/12/2021 00:00;retired as NPC
394657039;159.01;PC;PC;spoc-s01-s39-b0A-PC;376.284.142.993.301;0.0000012756816;05/09/2018;21/03/2022;25/03/2022 12:06;low amplitude pulsations ~ 1 day potentially phased with planet period
253917293;160.01;EB;FP;sector-01-qlp-alerts;4.608;0.001;05/09/2018;07/12/2021;07/12/2021 00:00;Source is star to the WSW (253917292). Retired as NEB.
348770361;161.01;PC;PC;qlp-s39-tois;27.684.331;0.0000055;05/09/2018;22/03/2022;25/03/2022 12:06;
99493790;162.01;PC;APC;sector-01-qlp-alerts;776.686;0.00094;05/09/2018;07/12/2021;07/12/2021 00:00;previously retired as EB
179317684;163.01;CP;CP;spoc-s01-s39-b0A-CP;42.311.153.018.502;0.0000011674022;05/09/2018;09/12/2021;21/12/2021 12:05;TOI-163 b
79395355;164.01;EB;FP;sector-01-qlp-alerts;731.898;0.00224;05/09/2018;07/12/2021;07/12/2021 00:00;Potential blend with 79395356 to NE
350743714;165.01;KP;APC;qlp;77.576.425;0.0000019;30/11/2018;24/08/2021;29/10/2021 00:00;known brown dwarf/low-mass star discovered by WASP (EBLM J0555-57)
147203645;166.01;PC;PC;spoc;506.135.993.322.868;0.00055199047;05/09/2018;05/10/2020;29/10/2021 00:00;TOI 166
149990841;167.01;PC;PC;qlp;44.531.846;0.0000027;05/09/2018;09/11/2021;13/11/2021 12:04;TOI 167 under investigation no observing notes
369457671;168.01;PC;PC;qlp-s27-ffi;231.446;0.00001;05/09/2018;07/12/2021;21/12/2021 12:05;
183120439;169.01;CP;CP;spoc;225.544.592.236.528;0.000004458845;05/09/2018;07/10/2021;29/10/2021 00:00;TOI 169 b
394698182;170.01;PC;PC;qlp-s39-tois;37.115.129;0.0000022;05/09/2018;22/03/2022;25/03/2022 12:06;
309257814;171.01;PC;PC;qlp;12.386.034;0.0000006;11/06/2019;10/11/2021;13/11/2021 12:04;follow-up in progress
309257814;171.02;PC;FP;spoc;181.357.672.556.142;0.00019187533;11/06/2019;14/01/2021;29/10/2021 00:00;Likely EB and possibly double the period
29857954;172.01;PC;CP;spoc;947.636.894.874.773;0.0024790633;05/09/2018;05/10/2020;29/10/2021 00:00;Confirmed planet TOI-172 b
270341214;173.01;PC;PC;qlp;297.536.112;0.0000262;30/08/2018;26/08/2021;29/10/2021 00:00;
425997655;174.01;CP;CP;spoc;176.671.330.924.959;0.000046798472;07/05/2019;07/09/2021;29/10/2021 00:00;HD 23472 b
425997655;174.02;CP;CP;spoc;297.976.204.948.474;0.00009466238;17/05/2019;07/09/2021;29/10/2021 00:00;HD 23472 c
425997655;174.03;PC;PC;spoc;121.622.171.719.925;0.00004916313;17/05/2019;07/09/2021;29/10/2021 00:00;TOI 174.03
425997655;174.04;PC;PC;spoc;397.666.394.851.563;0.000021937693;17/05/2019;07/09/2021;29/10/2021 00:00;TOI 174.04
425997655;174.05;PC;PC;spoc;790.767.225.069.933;0.000057179892;21/10/2021;21/10/2021;12/01/2022 00:00;near 2:1 resonance with .04
307210830;175.01;CP;CP;spoc;369.111.982.269.081;0.00021555365;07/05/2019;19/08/2021;29/10/2021 00:00;L 98-59 c
307210830;175.02;CP;CP;qlp;74.507.325;0.0000072;07/05/2019;19/08/2021;25/11/2021 12:05;L 98-59 d / TOI 750.02
307210830;175.03;CP;CP;spoc;225.310.844.242.828;0.000002642426;07/05/2019;02/12/2021;07/12/2021 12:08;L 98-59 b / TOI 175.03
272086159;176.01;PC;FP;spoc;16.155.373;0.000103;07/05/2019;07/05/2019;29/10/2021 00:00;
262530407;177.01;PC;CP;spoc;285.310.081.080.326;0.0000049320583;20/12/2018;15/07/2021;10/01/2022 12:02;possible L1 planet
251848941;178.01;CP;CP;spoc;655.767.001.743.942;0.000026644977;03/11/2018;07/10/2021;29/10/2021 00:00;TOI-178 d / TOI 178.01
251848941;178.02;CP;CP;spoc;20.708.504;0.003165;03/11/2018;21/10/2021;29/10/2021 00:00;TOI-178 g / TOI 178.02
251848941;178.03;CP;CP;spoc;996.199.731.632.015;0.000053713633;03/11/2018;21/10/2021;29/10/2021 00:00;TOI-178 e / TOI-178.03
251848941;178.04;CP;KP;spoc;323.842.531.547.921;0.00002430697;18/11/2021;18/11/2021;25/11/2021 12:05;TOI-178 c / TOI-178.04
207141131;179.01;PC;PC;spoc;413.743.791.667.062;0.000004197856;20/12/2018;13/07/2021;29/10/2021 00:00;
51912829;180.01;EB;APC;spoc-s01-s36-b0A;0.83541169422675;0.0000012118837;03/11/2018;06/12/2021;07/12/2021 12:08;TFOP APC
76923707;181.01;PC;PC;spoc;453.205.017.292.082;0.0000029879789;03/11/2018;28/07/2021;29/10/2021 00:00;TOI 181
76989773;182.01;PC;APC;qlp;176.918;0.00003;03/11/2018;06/11/2020;29/10/2021 00:00;v-shaped
183979262;183.01;EB;FP;spoc-s28-b0A;343.075.648.471.031;0.00006386977;03/11/2018;06/12/2021;07/12/2021 12:08;TFOP FP
300871545;184.01;EB;FP;qlp;4.817.069;0.0000016;19/10/2018;06/12/2021;07/12/2021 12:08;1000 ppm secondary
100100827;185.01;KP;KP;qlp;0.9414523;0.0000001;20/12/2018;21/12/2020;07/12/2021 12:08;WASP-18 b
279741379;186.01;CP;CP;spoc;356.134.446.266.695;0.000042736454;04/12/2018;07/10/2021;29/10/2021 00:00;GJ 143 b / TOI 186.02
279741379;186.02;CP;CP;spoc;778.972.447.879.921;0.00002524693;09/07/2020;07/10/2021;29/10/2021 00:00;HD 21749 c / TOI 186.02
260304296;187.01;EB;APC;qlp-s32-tois;0.512591;0.0000002;19/10/2018;07/12/2021;21/12/2021 12:05;v-shaped
280830734;188.01;PC;APC;spoc;116.194.613.992.278;0.000006377508;03/11/2018;14/10/2021;29/10/2021 00:00;Odd-even
278866211;189.01;PC;APC;qlp;219.407;0.00002;19/10/2018;06/11/2020;29/10/2021 00:00;8th mag star nearby
166739520;190.01;KP;KP;spoc-s01-s36-b0A-CPKP;100.205.997.788.334;0.0000046462865;20/12/2018;09/12/2021;21/12/2021 12:05;WASP-117 b
183532609;191.01;KP;KP;spoc;815.845.452.720.902;0.00024581153;03/11/2018;06/11/2020;29/10/2021 00:00;WASP-8
183537452;192.01;KP;KP;spoc;392.271.521.338.284;0.000001373883;03/11/2018;02/12/2021;07/12/2021 12:08;WASP-29 b
183985250;193.01;CP;CP;spoc;0.79206923985255;0.0000024293756;03/11/2018;02/12/2021;07/12/2021 12:08;LTT 9779 b
211438925;194.01;KP;KP;spoc;48.996.421.874.255;0.0000023958178;03/11/2018;07/10/2021;29/10/2021 00:00;WASP-20 b
230982885;195.01;KP;KP;spoc;2.072.759.475.881;0.0000004503637;03/11/2018;02/12/2021;07/12/2021 12:08;WASP-97 b
234519192;196.01;PC;PC;spoc;116.301.607.791.836;0.0000044499434;03/11/2018;01/07/2021;29/10/2021 00:00;V-shaped
441462736;197.01;CP;CP;spoc;14.278.121.996.244;0.003338778;22/10/2018;02/12/2021;07/12/2021 12:08;HD 221416 b
12421862;198.01;PC;PC;spoc;102.150.167.926.657;0.00005243623;03/11/2018;15/07/2021;29/10/2021 00:00;period updated to half alerted period (~10.2 days) from spoc-s01-s36 multisector
309792357;199.01;PC;PC;qlp-s39-tois;104.873.581;0.0000818;04/12/2018;21/03/2022;25/03/2022 12:06;correct period is 104.871 days
410214986;200.01;CP;CP;spoc-s01-s36-b0A-CPKP;813.822.434.277.847;0.000006450328;09/11/2018;09/12/2021;21/12/2021 12:05;DS Tuc A b
350618622;201.01;CP;CP;qlp;529.782.176;0.0000244;07/05/2019;19/08/2021;29/10/2021 00:00;TOI 201 b
350618622;201.02;PC;PC;spoc;584.921.219.851.339;0.00002292329;11/03/2020;08/09/2021;29/10/2021 00:00;TOI 201.02
355509914;202.01;PC;PC;spoc;173.867.356.638.476;0.000007017419;14/11/2018;06/07/2021;29/10/2021 00:00;
259962054;203.01;PC;FA;spoc;51.953.234;0.010389;22/10/2018;22/10/2018;29/10/2021 00:00;M dwarf
281575427;205.01;PC;PC;spoc;425.298.788.154.454;0.000024323292;14/11/2018;01/07/2021;29/10/2021 00:00;TFOP work in progress.
55650590;206.01;PC;PC;spoc;0.736309522366449;0.0000049150412;17/05/2019;09/11/2021;13/11/2021 12:04;potential L1 planet
260271203;207.01;PC;FP;spoc;5.649.621;0.000499;31/01/2019;31/01/2019;29/10/2021 00:00;follow-up in progress
314865962;208.01;PC;PC;spoc;224.642.328.253.742;0.00011629775;17/05/2019;04/11/2021;13/11/2021 12:04;low SNR
52204645;209.01;PC;PC;spoc;437.944.252.465.364;0.000016852964;14/11/2018;07/07/2021;09/02/2022 00:00;faint neighbors
141608198;210.01;PC;PC;spoc-s01-s39-b0A-PC;901.054.136.695.366;0.000009414113;07/05/2019;21/03/2022;25/03/2022 12:06;
300293197;211.01;EB;APC;spoc;656.271.654.557.829;0.00085051206;04/12/2018;02/02/2021;29/10/2021 00:00;TFOPWG FP Retired as BEB due to simultaneous B & Z chromaticity
206609630;212.01;PC;PC;spoc;0.335272350659441;0.0000009664593;22/10/2018;07/07/2021;29/10/2021 00:00;V-shaped
234345288;213.01;PC;PC;spoc;235.199.156.406.372;0.00009151489;14/11/2018;07/07/2021;29/10/2021 00:00;outer candidate to TOI 213.01
234345288;213.02;PC;PC;spoc;775.653.131.511.068;0.00004979646;01/07/2021;01/07/2021;29/10/2021 00:00;Possible multi with a 3:1 MMR.
167415965;214.01;PC;PC;spoc-s01-s39-b0A-PC;1.855.386.577.608;0.000034616973;07/05/2019;21/03/2022;25/03/2022 12:06;potential L1 candidate
167415965;214.02;PC;PC;spoc-s01-s39-b0A-PC;969.611.376.447.935;0.000034808283;11/03/2020;21/03/2022;22/03/2022 12:06;inner candidate in possible multi
231912935;215.01;PC;PC;spoc;262.851.255.450.337;0.00020986007;14/11/2018;13/07/2021;29/10/2021 00:00;weak signal
55652896;216.01;CP;CP;qlp-s29-tois;3.455.397;0.00011;07/05/2019;09/12/2021;12/01/2022 00:00;TOI 216. Corresponds to a 34 day candidate (TOI-216.01).
55652896;216.02;CP;CP;spoc;173.820.686.437.472;0.0022297038;07/05/2019;18/12/2020;12/01/2022 00:00;TOI-216.02 / TOI-216b. Apparent TTVs. Possible additional single around 2046P
260043723;217.01;PC;FP;spoc;313.879;0.00045;22/10/2018;22/10/2018;29/10/2021 00:00;possible centroid shift
32090583;218.01;PC;PC;spoc-s01-s39-b0A-PC;0.438446154103891;0.000065694076;06/06/2019;21/03/2022;25/03/2022 12:06;Bad transit shape
260609205;219.01;EB;APC;qlp;44.617.589;0.0000063;22/10/2018;10/06/2021;29/10/2021 00:00;TFOP APC
150098860;220.01;PC;CP;qlp;106.952.858;0.0000165;07/05/2019;26/08/2021;12/01/2022 12:02;TOI 220 b (Hoyer et al 2021)
316937670;221.01;PC;FP;spoc;0.62425;0.000033;14/11/2018;14/11/2018;29/10/2021 00:00;TFOP FP
144440290;222.01;PC;FP;spoc;.0;.0;16/11/2018;16/11/2018;29/10/2021 00:00;single transit (no period)
326453034;223.01;IS;FA;spoc;14.445.918;0.003833;29/11/2018;03/08/2021;29/10/2021 00:00;TFOP FA
47525799;225.01;PC;PC;spoc;.0;.0;16/11/2018;16/11/2018;29/10/2021 00:00;single transit (no period)
47484268;226.01;PC;FP;spoc;.0;.0;16/11/2018;16/11/2018;29/10/2021 00:00;The second event is not real. Single transit (no period).
2760710;227.01;PC;PC;spoc;.0;.0;16/11/2018;16/11/2018;29/10/2021 00:00;The second event is not real. single transit (no period).
77044471;228.01;KP;KP;qlp-s29-tois;268.650.414.920.873;0.0000053006534;29/11/2018;08/12/2021;21/12/2021 12:05;HATS-16 b
120610833;229.01;KP;KP;spoc;312.607.775.197.458;0.0000023116334;29/11/2018;01/12/2021;07/12/2021 12:08;WASP-45 b
160074939;230.01;PC;FA;spoc;13.340.145;0.004364;29/11/2018;29/11/2018;29/10/2021 00:00;The transit signal maybe caused by scattered light.
204376737;231.01;KP;KP;spoc;336.100.112.740.939;0.0000010768011;29/11/2018;02/12/2021;07/12/2021 12:08;WASP-6 b
402026209;232.01;KP;KP;spoc;133.823.071.236.889;0.00000032158715;29/11/2018;07/10/2021;29/10/2021 00:00;WASP-4 b
415969908;233.01;PC;PC;spoc-s01-s36-b0A-PC;116.700.268.163.742;0.000037475715;29/11/2018;14/01/2022;15/01/2022 00:00;possible multi
12423815;234.01;PC;PC;spoc;283.928.091.754.337;0.000004772701;29/11/2018;06/07/2021;29/10/2021 00:00;check to update
280095254;235.01;PC;PC;spoc;100.902.672.980.076;0.000010172752;17/05/2019;28/07/2021;29/10/2021 00:00;two close by stars (<1arcsec) not accounted for by TIC - may be uncorrected dilution and therefore uncertain radius
9727392;236.01;PC;FP;spoc;4.534.451;0.000118;29/11/2018;29/11/2018;29/10/2021 00:00;1700 ppm secondary. Likely EB.
305048087;237.01;PC;CP;spoc;5.433.729;0.001053;29/11/2018;29/11/2018;29/10/2021 00:00;low MES.
9006668;238.01;PC;PC;spoc;12.730.996.065.354;0.000010932307;29/11/2018;28/07/2021;29/10/2021 00:00;centroid offset not significant
9725627;239.01;KP;KP;spoc-s01-s36-b0A-CPKP;415.678.153.390.618;0.0000054054494;29/11/2018;18/01/2022;18/01/2022 00:00;WASP-30b - BD
101948569;240.01;PC;PC;spoc;194.711.017.873.161;0.0044128117;29/11/2018;28/07/2021;29/10/2021 00:00;some odd-even
77031414;241.01;KP;KP;spoc-s01-s36-b0A-CPKP;138.665.190.413.455;0.0000007216439;29/11/2018;08/12/2021;21/12/2021 12:05;WASP 173 b
120585579;242.01;PC;FP;spoc;6.340.315;0.000367;29/11/2018;29/11/2018;29/10/2021 00:00;The detected secondary could have a wrong depth estimation because of the low points near 1380.
149010208;243.01;PC;APC;spoc;3.437.004;0.000173;29/11/2018;29/11/2018;29/10/2021 00:00;Gaia radius is 1.8 Rsun. Planet radius is big.
118327550;244.01;PC;PC;spoc;739.719.354.357.727;0.000023816929;29/11/2018;01/07/2021;29/10/2021 00:00;TFOP work in progress.
154618248;245.01;PC;PC;spoc;877.092.124.006.292;0.000017856904;29/11/2018;01/07/2021;29/10/2021 00:00;TFOP work in progress.
158623531;246.01;KP;KP;spoc;78.728.936.787.037;0.000004848225;20/12/2018;02/12/2021;02/12/2021 12:05;WASP-105 b
160148385;247.01;KP;KP;spoc;342.525.674.668.285;0.0000024013782;29/11/2018;02/12/2021;07/12/2021 12:08;WASP-96 b
201793781;248.01;PC;PC;spoc;599.111.235.118.194;0.000018413186;20/12/2018;06/07/2021;29/10/2021 00:00;potential L1 planet
179985715;249.01;PC;PC;spoc;661.538.351.980.285;0.000043962515;29/11/2018;15/07/2021;29/10/2021 00:00;
184240683;250.01;KP;KP;spoc;162.842.955.686.443;0.00000079758746;29/11/2018;02/12/2021;07/12/2021 12:08;WASP-5 b
224225541;251.01;CP;CP;spoc;493.770.131.753.953;0.000015296933;29/11/2018;02/12/2021;07/12/2021 12:08;TOI-251 b / TOI-251.01
237924601;252.01;EB;APC;qlp;10.021.903;0.0000025;04/12/2018;04/12/2018;29/10/2021 00:00;synchronized
322063810;253.01;PC;PC;spoc;351.049.380.470.679;0.000025115593;29/11/2018;13/07/2021;29/10/2021 00:00;visual binary
49687222;254.01;PC;FA;spoc;20.186.539;0.003807;29/11/2018;29/11/2018;29/10/2021 00:00;The transit shape looks asymmetric but it is not near known systematics
204317710;255.01;KP;KP;spoc-s01-s36-b0A-CPKP;281.264.847.067.326;0.0000068668787;29/11/2018;09/12/2021;21/12/2021 12:05;HATS-32 b
92226327;256.01;KP;KP;spoc;2.473.734.116;0.0001405365;30/11/2018;30/11/2018;02/11/2021 14:52;LHS-1140 b
92226327;256.02;KP;KP;spoc;377.794.175.247.263;0.000008518055;30/11/2018;01/12/2021;07/12/2021 12:08;LHS-1140c
200723869;257.01;CP;CP;spoc-s01-s36-b0A-CPKP;183.877.080.853.847;0.00002926592;16/01/2019;09/12/2021;21/12/2021 12:05;HD 1991 b/ TOI-257 b
350445771;258.01;EB;FP;qlp;31.901.603;0.0000029;04/12/2018;20/08/2021;29/10/2021 00:00;secondary
12862099;259.01;KP;KP;spoc-s03-b02;242.382.258.353.343;0.00013650567;30/11/2018;07/12/2021;08/12/2021 00:00;WASP-44 b
37749396;260.01;PC;PC;spoc-s03-b01;13.470.018;0.003236;30/11/2018;07/12/2021;08/12/2021 00:00;only two transits
63898957;261.01;PC;PC;spoc;33.639.253.966.859;0.000015642261;30/11/2018;07/09/2021;29/10/2021 00:00;TOI 261.01
63898957;261.02;CP;CP;spoc;130.393.586.213.526;0.0043164864;30/11/2018;08/09/2021;22/01/2022 00:00;ambiguous period
70513361;262.01;PC;CP;spoc;111.452.784.382.067;0.00003700101;30/11/2018;01/12/2021;07/12/2021 12:08;validated planet
120916706;263.01;PC;CP;spoc;0.55680952996049;0.000008874052;30/11/2018;01/12/2021;07/12/2021 12:08;verified planet candidate
122612091;264.01;KP;KP;qlp;221.674;.0;06/06/2019;22/12/2020;29/10/2021 00:00;WASP-72b
159951311;265.01;KP;KP;spoc;592.426.613.248.315;0.0000035635082;06/06/2019;20/10/2021;29/10/2021 00:00;WASP-139 b
164767175;266.01;PC;PC;spoc;107.510.106.578.568;0.000051448347;30/11/2018;28/07/2021;29/10/2021 00:00;TFOP work in progress.
164767175;266.02;PC;PC;spoc;619.132;0.003482;30/11/2018;30/11/2018;29/10/2021 00:00;period ambiguous for .01 and .02
166836920;267.01;KP;KP;spoc;575.258.217.063.909;0.0000024888675;30/11/2018;20/10/2021;29/10/2021 00:00;WASP-99 b
219253008;268.01;PC;PC;spoc;506.617.500.732.187;0.0000046319838;17/05/2019;28/07/2021;29/10/2021 00:00;TICID 219253008 is a phantom from split (TICID 685340264 and 685340263)
220479565;269.01;CP;CP;spoc;369.772.375.245.249;0.0000032849766;17/05/2019;15/07/2021;12/01/2022 12:02;TOI-269 b
259377017;270.01;CP;CP;spoc;566.056.931.603.069;0.000003858381;17/05/2019;14/10/2021;29/10/2021 00:00;TOI-270 c / TOI 270.01
259377017;270.02;CP;CP;spoc;113.795.653.396.307;0.00001514839;17/05/2019;14/10/2021;29/10/2021 00:00;TOI-270 d / TOI-270.02
259377017;270.03;CP;CP;spoc;336.013.770.677.629;0.000008606677;17/05/2019;14/10/2021;29/10/2021 00:00;TOI-270 b / TOI 270.03
259511357;271.01;PC;PC;spoc;247.597.330.640.382;0.0000045919132;17/05/2019;13/07/2021;29/10/2021 00:00;follow up in progress
268766053;272.01;KP;KP;spoc;330.984.575.478.706;0.0000015323723;30/11/2018;14/10/2021;29/10/2021 00:00;WASP-53 b
279740441;273.01;EB;FP;spoc;0.741859449402693;0.00008905399;30/11/2018;06/12/2021;06/12/2021 00:00;"NEB on 279740439 (SG1)	"
281979481;274.01;PC;FP;spoc;0.541794727227269;0.000005064377;30/11/2018;26/10/2021;02/11/2021 14:52;TFOP FP
