TIC ID;TOI;TESS Disposition;Source;Period (days);Stellar Radius (R_Sun);Stellar Mass (M_Sun);Date TOI Alerted (UTC);Date TOI Updated (UTC);Date Modified;Comments
231663901;101.01;KP;spoc;143.036.914.033.977;.890774011611938;1.05;05/09/2018;07/10/2021;29/10/2021 00:00;WASP-46 b
149603524;102.01;KP;qlp;44.119.288;1.21;1.28;07/05/2019;24/08/2021;29/10/2021 00:00;WASP 62 b
336732616;103.01;KP;spoc;3.547.854;1.4;1.27;05/09/2018;27/10/2020;29/10/2021 00:00;HATS-3 b
231670397;104.01;KP;spoc;408.729.939.632.711;221.866.989.135.742;1.16;05/09/2018;01/12/2021;07/12/2021 12:08;WASP-73 b
144065872;105.01;KP;spoc-s01-s36-b0A-CPKP;218.466.694.872.065;123.824.000.358.582;1.03;05/09/2018;08/12/2021;21/12/2021 12:05;WASP-95
38846515;106.01;KP;qlp;28.493.824;1.77;1.44;07/05/2019;26/08/2021;29/10/2021 00:00;WASP-100b
92352620;107.01;KP;spoc;395.020.094.278.708;171.036.005.020.142;1.14;05/09/2018;07/10/2021;29/10/2021 00:00;WASP-94 A b
289793076;108.01;KP;spoc;30.440.540.665.342;.809867978096008;.95;05/09/2018;20/10/2021;29/10/2021 00:00;HATS-13 b
29344935;109.01;KP;spoc;2.766.747.877.062;.98486602306366;.93;05/09/2018;02/12/2021;07/12/2021 12:08;HATS-14 b
281459670;110.01;KP;spoc;317.434.739.143.305;11.570.600.271.225;1.03;14/11/2018;03/12/2021;07/12/2021 12:08;HATS-30 b
355703913;111.01;KP;spoc;210.616.073.391.332;.940697014331818;.95;22/10/2018;02/12/2021;07/12/2021 12:08;HATS-34 b
388104525;112.01;KP;spoc;249.979.959.810.286;113.732.004.165.649;1;07/05/2019;02/12/2021;07/12/2021 12:08;WASP-119 b
97409519;113.01;KP;spoc;3.372.877;1.02;1.17;05/09/2018;27/10/2020;29/10/2021 00:00;WASP-124
25155310;114.01;KP;spoc;328.878.776.139.412;124.175.000.190.735;1.01;07/05/2019;02/12/2021;07/12/2021 12:08;WASP-126 b
281541555;115.01;KP;spoc;474.237.847.689.397;.877584993839264;.96;22/10/2018;07/10/2021;29/10/2021 00:00;HATS-46 b
238176110;116.01;KP;spoc-s01-s36-b0A-CPKP;279.857.944.060.727;.906655013561249;.81;05/09/2018;09/12/2021;21/12/2021 12:05;WASP-91 b
322307342;117.01;KP;spoc;358.629.619.986.471;200.441.002.845.764;1.02;05/09/2018;07/10/2021;29/10/2021 00:00;HATS-68 b
266980320;118.01;CP;spoc;603.445.687.781.177;105.167.996.883.392;.97;05/09/2018;07/10/2021;29/10/2021 00:00;HD 219666 b
278683844;119.01;PC;qlp;55.411.063;.82;.86;07/05/2019;19/08/2021;29/10/2021 00:00;Some depth-aperture correlation. TFOP work in progress. Multi candidate. Centroid offset but not centered on another star.
278683844;119.02;PC;qlp;106.917.564;.82;.86;17/05/2019;26/08/2021;29/10/2021 00:00;outer candidate in potential multi
394137592;120.01;CP;sector-01-spoc-alerts;11.535.076;248.771;.96;05/09/2018;07/12/2021;08/12/2021 00:00;"HD 1397 b	"
207081058;121.01;PC;qlp;1.476.367;1.23;1.14;05/09/2018;27/10/2020;29/10/2021 00:00;low-mass EB
231702397;122.01;CP;spoc;507.802.548.638.435;.334125012159348;.315858;05/09/2018;01/12/2021;07/12/2021 12:08;TOI-122 b
290131778;123.01;CP;spoc;330.887.730.524.169;262.391.996.383.667;1.263;05/09/2018;20/10/2021;29/10/2021 00:00;HD 202772 A b
29831208;124.01;PC;qlp;1.842.799;4.09;;04/12/2018;28/01/2021;29/10/2021 00:00;known TOI
52368076;125.01;CP;spoc;465.179.058.475.914;.852266013622284;.91;19/10/2018;02/12/2021;07/12/2021 12:08;TOI-125 b / TOI 125.01
52368076;125.02;CP;spoc-s01-s36-b0A-CPKP;915.466.210.597.647;.852266013622284;.91;19/10/2018;09/12/2021;21/12/2021 12:05;TOI-125 c / TOI-125.02
52368076;125.03;CP;spoc-s01-s36-b0A-CPKP;199.812.508.989.029;.852266013622284;.91;19/10/2018;09/12/2021;21/12/2021 12:05;period is likely correct but possibly two independent single transits
70440470;126.01;KP;spoc-s01-s36-b0A-CPKP;30.353.977.118.465;107.223.999.500.275;1.09;07/11/2018;08/12/2021;09/12/2021 12:05;WASP-12 b
234523599;127.01;CP;spoc-s01-s36-b0A-CPKP;379.551.778.380.905;.445371985435486;.44159;14/11/2018;09/12/2021;21/12/2021 12:05;HATS-71 b
391949880;128.01;PC;qlp;49.404.681;1.13;1.13;05/09/2018;19/08/2021;29/10/2021 00:00;There is a nearby (2
201248411;129.01;CP;spoc;0.980980683503152;.764401018619537;.7;22/10/2018;02/12/2021;07/12/2021 12:08;TOI 129.01 / HIP 65 A b
263003176;130.01;CP;spoc;143.392.241.862.003;113.742.005.825.043;1.23;05/09/2018;11/10/2021;29/10/2021 00:00;HD 5278 b
235037761;131.01;PC;qlp-s28-ffi;624.072;.9;;05/09/2018;07/12/2021;21/12/2021 12:05;V shaped
89020549;132.01;CP;spoc;210.968.488.254.532;.940805971622467;.91;05/09/2018;01/12/2021;07/12/2021 12:08;TOI-132 b / TOI-132.01
219338557;133.01;PC;spoc;819.922.718.924.325;.650533020496368;.67;05/09/2018;01/07/2021;29/10/2021 00:00;TFOP work in progress.
234994474;134.01;CP;spoc;140.152.451.566.955;.597006976604462;.58564;05/09/2018;07/10/2021;29/10/2021 00:00;L 168-9 b
267263253;135.01;PC;qlp;412.691;1.59;1.46;05/09/2018;26/10/2020;29/10/2021 00:00;HD 2685b
410153553;136.01;PC;spoc;0.462884405273262;.188624;.157909;05/09/2018;27/10/2020;25/11/2021 12:05;Level 1 target. Potential short period small planet around an M dwarf.
176957796;137.01;IS;qlp-s31-tois;48.173.797;.69;.74;05/09/2018;07/12/2021;21/12/2021 12:05;TFOP FA
277683130;138.01;EB;spoc-s01-s36-b0A;619.826.411.331.066;111.118.996.143.341;;05/09/2018;07/12/2021;21/12/2021 12:05;TFOP APC
62483237;139.01;PC;spoc;110.708.037.285.261;.700726985931396;.69;05/09/2018;06/07/2021;29/10/2021 00:00;potential L1 planet
140068425;140.01;PC;spoc;228.126.419.667.409;235.511;1.2;05/09/2018;27/10/2020;29/10/2021 00:00;very likely EB
403224672;141.01;CP;spoc;100.822.655.753.975;113.187.003.135.681;1.04;05/09/2018;07/10/2021;29/10/2021 00:00;HD 213885 b
425934411;142.01;PC;spoc;0.853353552145166;.608075976371765;.594628;14/11/2018;14/11/2018;29/10/2021 00:00;V-shaped
25375553;143.01;KP;spoc;231.096.889.835.692;195.411.002.635.956;1.336;05/09/2018;02/12/2021;07/12/2021 12:08;WASP-111 b
261136679;144.01;CP;spoc;626.781.105.588.686;114.889.001.846.313;1.1;07/05/2019;02/12/2021;07/12/2021 12:08;pi Men c
265612438;145.01;PC;qlp-s28-tois;513.002;1.58;.97;05/09/2018;07/12/2021;21/12/2021 12:05;Some confusion about whether source is this star or the close pair of equal brightness stars to the NE (260985864)- but difference image seems to indicate source is more likely to be this star.
355636844;146.01;PC;qlp;629.632;;;05/09/2018;20/11/2020;29/10/2021 00:00;Signal coming from a faint star to the SE. At least for the brighter of those it could be a planet.
220435095;147.01;PC;qlp;342.321;2.61;1;05/09/2018;20/05/2020;29/10/2021 00:00;Visible secondary
393940766;148.01;PC;spoc;486.706.891.386.647;114.676;1.13;05/09/2018;02/10/2020;29/10/2021 00:00;Planet candidate around 393940766 to the NW.
260985861;149.01;PC;spoc-s01-s39-b0A-PC;333.993.499.913.191;;;05/09/2018;22/03/2022;25/03/2022 12:06;Source is apparently 260985864 which may be a planet depending on the host star size. SG1 should clear the neighbor. No stellar radius.
271893367;150.01;CP;spoc;585.741.333.613.267;16.798.700.094.223;1.1;05/09/2018;24/09/2021;02/11/2021 14:52;TOI 150 b
382302241;151.01;EB;sector-01-qlp-alerts;159.782;.79;.87;05/09/2018;07/12/2021;07/12/2021 00:00;Large with possible synchronization
403287048;152.01;EB;sector-01-qlp-alerts;700.776;1.22;1.26;05/09/2018;07/12/2021;07/12/2021 00:00;retired as NEB
231081369;153.01;PC;qlp;76.316.426;1.49;;05/09/2018;28/01/2021;29/10/2021 00:00;ExoFOP follow-up in progress. TOI 153.
389525208;154.01;EB;qlp-s27-ffi;674.657;2.57;1.17;05/09/2018;07/12/2021;21/12/2021 12:05;TFOP FP
129637892;155.01;PC;spoc;544.902.317.996.631;179.013;1.35;05/09/2018;05/09/2018;29/10/2021 00:00;
220518305;156.01;EB;qlp-s30-ffi;14.152;1.28;1.21;05/09/2018;07/12/2021;21/12/2021 12:05;"EB confirmed with CHIRON RVs	"
140691463;157.01;CP;qlp;20.845.398;1.11;1;05/09/2018;09/11/2021;13/11/2021 12:04;TOI-157b (Nielsen+2020)
403136413;158.01;EB;sector-01-qlp-alerts;251.266;2.3;1.15;05/09/2018;07/12/2021;07/12/2021 00:00;retired as NPC
394657039;159.01;PC;spoc-s01-s39-b0A-PC;376.284.142.993.301;158.746.004.104.614;1.53;05/09/2018;21/03/2022;25/03/2022 12:06;low amplitude pulsations ~ 1 day potentially phased with planet period
253917293;160.01;EB;sector-01-qlp-alerts;4.608;1.28;1.12;05/09/2018;07/12/2021;07/12/2021 00:00;Source is star to the WSW (253917292). Retired as NEB.
348770361;161.01;PC;qlp-s39-tois;27.684.331;.98;;05/09/2018;22/03/2022;25/03/2022 12:06;
99493790;162.01;PC;sector-01-qlp-alerts;776.686;1.02;.971;05/09/2018;07/12/2021;07/12/2021 00:00;previously retired as EB
179317684;163.01;CP;spoc-s01-s39-b0A-CP;42.311.153.018.502;166.401.994.228.363;1.41;05/09/2018;09/12/2021;21/12/2021 12:05;TOI-163 b
79395355;164.01;EB;sector-01-qlp-alerts;731.898;1.3;1.15;05/09/2018;07/12/2021;07/12/2021 00:00;Potential blend with 79395356 to NE
350743714;165.01;KP;qlp;77.576.425;1.41;;30/11/2018;24/08/2021;29/10/2021 00:00;known brown dwarf/low-mass star discovered by WASP (EBLM J0555-57)
147203645;166.01;PC;spoc;506.135.993.322.868;100.217;.94;05/09/2018;05/10/2020;29/10/2021 00:00;TOI 166
149990841;167.01;PC;qlp;44.531.846;;;05/09/2018;09/11/2021;13/11/2021 12:04;TOI 167 under investigation no observing notes
369457671;168.01;PC;qlp-s27-ffi;231.446;.73;.74;05/09/2018;07/12/2021;21/12/2021 12:05;
183120439;169.01;CP;spoc;225.544.592.236.528;129.660.999.774.933;1.05;05/09/2018;07/10/2021;29/10/2021 00:00;TOI 169 b
394698182;170.01;PC;qlp-s39-tois;37.115.129;1.22;1.1;05/09/2018;22/03/2022;25/03/2022 12:06;
309257814;171.01;PC;qlp;12.386.034;1.11;.88;11/06/2019;10/11/2021;13/11/2021 12:04;follow-up in progress
309257814;171.02;PC;spoc;181.357.672.556.142;110.723;.88;11/06/2019;14/01/2021;29/10/2021 00:00;Likely EB and possibly double the period
29857954;172.01;PC;spoc;947.636.894.874.773;178.866;1.031;05/09/2018;05/10/2020;29/10/2021 00:00;Confirmed planet TOI-172 b
270341214;173.01;PC;qlp;297.536.112;1.47;1.41;30/08/2018;26/08/2021;29/10/2021 00:00;
425997655;174.01;CP;spoc;176.671.330.924.959;.691374003887177;.78;07/05/2019;07/09/2021;29/10/2021 00:00;HD 23472 b
425997655;174.02;CP;spoc;297.976.204.948.474;.691374003887177;.78;17/05/2019;07/09/2021;29/10/2021 00:00;HD 23472 c
425997655;174.03;PC;spoc;121.622.171.719.925;.691374003887177;.78;17/05/2019;07/09/2021;29/10/2021 00:00;TOI 174.03
425997655;174.04;PC;spoc;397.666.394.851.563;.691374003887177;.78;17/05/2019;07/09/2021;29/10/2021 00:00;TOI 174.04
425997655;174.05;PC;spoc;790.767.225.069.933;.691374003887177;.78;21/10/2021;21/10/2021;12/01/2022 00:00;near 2:1 resonance with .04
307210830;175.01;CP;spoc;369.111.982.269.081;.314159989356995;.292836;07/05/2019;19/08/2021;29/10/2021 00:00;L 98-59 c
307210830;175.02;CP;qlp;74.507.325;.31;.292836;07/05/2019;19/08/2021;25/11/2021 12:05;L 98-59 d / TOI 750.02
307210830;175.03;CP;spoc;225.310.844.242.828;.314159989356995;.292836;07/05/2019;02/12/2021;07/12/2021 12:08;L 98-59 b / TOI 175.03
272086159;176.01;PC;spoc;16.155.373;.271;.302101;07/05/2019;07/05/2019;29/10/2021 00:00;
262530407;177.01;PC;spoc;285.310.081.080.326;.517786026000977;.515356;20/12/2018;15/07/2021;10/01/2022 12:02;possible L1 planet
251848941;178.01;CP;spoc;655.767.001.743.942;.660806000232697;.68;03/11/2018;07/10/2021;29/10/2021 00:00;TOI-178 d / TOI 178.01
251848941;178.02;CP;spoc;20.708.504;.701202;.68;03/11/2018;21/10/2021;29/10/2021 00:00;TOI-178 g / TOI 178.02
251848941;178.03;CP;spoc;996.199.731.632.015;.660806000232697;.68;03/11/2018;21/10/2021;29/10/2021 00:00;TOI-178 e / TOI-178.03
251848941;178.04;CP;spoc;323.842.531.547.921;.660806000232697;.68;18/11/2021;18/11/2021;25/11/2021 12:05;TOI-178 c / TOI-178.04
207141131;179.01;PC;spoc;413.743.791.667.062;.802632987499237;.85;20/12/2018;13/07/2021;29/10/2021 00:00;
51912829;180.01;EB;spoc-s01-s36-b0A;0.83541169422675;207.012.009.620.667;1.21;03/11/2018;06/12/2021;07/12/2021 12:08;TFOP APC
76923707;181.01;PC;spoc;453.205.017.292.082;.805572986602783;.76;03/11/2018;28/07/2021;29/10/2021 00:00;TOI 181
76989773;182.01;PC;qlp;176.918;.96;;03/11/2018;06/11/2020;29/10/2021 00:00;v-shaped
183979262;183.01;EB;spoc-s28-b0A;343.075.648.471.031;272.192;1.34;03/11/2018;06/12/2021;07/12/2021 12:08;TFOP FP
300871545;184.01;EB;qlp;4.817.069;1.45;1.41;19/10/2018;06/12/2021;07/12/2021 12:08;1000 ppm secondary
100100827;185.01;KP;qlp;0.9414523;1.35;1.2;20/12/2018;21/12/2020;07/12/2021 12:08;WASP-18 b
279741379;186.01;CP;spoc;356.134.446.266.695;.705464005470276;.73;04/12/2018;07/10/2021;29/10/2021 00:00;GJ 143 b / TOI 186.02
279741379;186.02;CP;spoc;778.972.447.879.921;.705464005470276;.73;09/07/2020;07/10/2021;29/10/2021 00:00;HD 21749 c / TOI 186.02
260304296;187.01;EB;qlp-s32-tois;0.512591;1.55;1.45;19/10/2018;07/12/2021;21/12/2021 12:05;v-shaped
280830734;188.01;PC;spoc;116.194.613.992.278;166.088.998.317.719;1.26;03/11/2018;14/10/2021;29/10/2021 00:00;Odd-even
278866211;189.01;PC;qlp;219.407;1.04;1.21;19/10/2018;06/11/2020;29/10/2021 00:00;8th mag star nearby
166739520;190.01;KP;spoc-s01-s36-b0A-CPKP;100.205.997.788.334;127.526.998.519.897;1.1;20/12/2018;09/12/2021;21/12/2021 12:05;WASP-117 b
183532609;191.01;KP;spoc;815.845.452.720.902;.996641;.99;03/11/2018;06/11/2020;29/10/2021 00:00;WASP-8
183537452;192.01;KP;spoc;392.271.521.338.284;.635603010654449;.88;03/11/2018;02/12/2021;07/12/2021 12:08;WASP-29 b
183985250;193.01;CP;spoc;0.79206923985255;.980172991752625;.93;03/11/2018;02/12/2021;07/12/2021 12:08;LTT 9779 b
211438925;194.01;KP;spoc;48.996.421.874.255;150.370.001.792.908;;03/11/2018;07/10/2021;29/10/2021 00:00;WASP-20 b
230982885;195.01;KP;spoc;2.072.759.475.881;112.804.996.967.316;1.01;03/11/2018;02/12/2021;07/12/2021 12:08;WASP-97 b
234519192;196.01;PC;spoc;116.301.607.791.836;405.956.983.566.284;1.4;03/11/2018;01/07/2021;29/10/2021 00:00;V-shaped
441462736;197.01;CP;spoc;14.278.121.996.244;290.323.996.543.884;;22/10/2018;02/12/2021;07/12/2021 12:08;HD 221416 b
12421862;198.01;PC;spoc;102.150.167.926.657;.447335988283157;.4437;03/11/2018;15/07/2021;29/10/2021 00:00;period updated to half alerted period (~10.2 days) from spoc-s01-s36 multisector
309792357;199.01;PC;qlp-s39-tois;104.873.581;.88;.88;04/12/2018;21/03/2022;25/03/2022 12:06;correct period is 104.871 days
410214986;200.01;CP;spoc-s01-s36-b0A-CPKP;813.822.434.277.847;.951985001564026;.94;09/11/2018;09/12/2021;21/12/2021 12:05;DS Tuc A b
350618622;201.01;CP;qlp;529.782.176;1.33;1.31;07/05/2019;19/08/2021;29/10/2021 00:00;TOI 201 b
350618622;201.02;PC;spoc;584.921.219.851.339;133.030.998.706.818;1.31;11/03/2020;08/09/2021;29/10/2021 00:00;TOI 201.02
355509914;202.01;PC;spoc;173.867.356.638.476;.820258021354675;.73;14/11/2018;06/07/2021;29/10/2021 00:00;
259962054;203.01;PC;spoc;51.953.234;.241;.202161;22/10/2018;22/10/2018;29/10/2021 00:00;M dwarf
281575427;205.01;PC;spoc;425.298.788.154.454;145.381.999.015.808;1.2;14/11/2018;01/07/2021;29/10/2021 00:00;TFOP work in progress.
55650590;206.01;PC;spoc;0.736309522366449;.351675987243652;.336144;17/05/2019;09/11/2021;13/11/2021 12:04;potential L1 planet
260271203;207.01;PC;spoc;5.649.621;121.025;1.18;31/01/2019;31/01/2019;29/10/2021 00:00;follow-up in progress
314865962;208.01;PC;spoc;224.642.328.253.742;.978380978107452;.98;17/05/2019;04/11/2021;13/11/2021 12:04;low SNR
52204645;209.01;PC;spoc;437.944.252.465.364;.742779016494751;.81;14/11/2018;07/07/2021;09/02/2022 00:00;faint neighbors
141608198;210.01;PC;spoc-s01-s39-b0A-PC;901.054.136.695.366;.330146014690399;.311261;07/05/2019;21/03/2022;25/03/2022 12:06;
300293197;211.01;EB;spoc;656.271.654.557.829;108.871;;04/12/2018;02/02/2021;29/10/2021 00:00;TFOPWG FP Retired as BEB due to simultaneous B & Z chromaticity
206609630;212.01;PC;spoc;0.335272350659441;.3;;22/10/2018;07/07/2021;29/10/2021 00:00;V-shaped
234345288;213.01;PC;spoc;235.199.156.406.372;.67206197977066;.72;14/11/2018;07/07/2021;29/10/2021 00:00;outer candidate to TOI 213.01
234345288;213.02;PC;spoc;775.653.131.511.068;.67206197977066;.72;01/07/2021;01/07/2021;29/10/2021 00:00;Possible multi with a 3:1 MMR.
167415965;214.01;PC;spoc-s01-s39-b0A-PC;1.855.386.577.608;.798267006874084;.92;07/05/2019;21/03/2022;25/03/2022 12:06;potential L1 candidate
167415965;214.02;PC;spoc-s01-s39-b0A-PC;969.611.376.447.935;.798267006874084;.92;11/03/2020;21/03/2022;22/03/2022 12:06;inner candidate in possible multi
231912935;215.01;PC;spoc;262.851.255.450.337;.964450001716614;1.02;14/11/2018;13/07/2021;29/10/2021 00:00;weak signal
55652896;216.01;CP;qlp-s29-tois;3.455.397;.8;.84;07/05/2019;09/12/2021;12/01/2022 00:00;TOI 216. Corresponds to a 34 day candidate (TOI-216.01).
55652896;216.02;CP;spoc;173.820.686.437.472;.801735997200012;.84;07/05/2019;18/12/2020;12/01/2022 00:00;TOI-216.02 / TOI-216b. Apparent TTVs. Possible additional single around 2046P
260043723;217.01;PC;spoc;313.879;166.996;1.26;22/10/2018;22/10/2018;29/10/2021 00:00;possible centroid shift
32090583;218.01;PC;spoc-s01-s39-b0A-PC;0.438446154103891;.284538000822067;.259077;06/06/2019;21/03/2022;25/03/2022 12:06;Bad transit shape
260609205;219.01;EB;qlp;44.617.589;2.24;1.19;22/10/2018;10/06/2021;29/10/2021 00:00;TFOP APC
150098860;220.01;PC;qlp;106.952.858;.88;.9;07/05/2019;26/08/2021;12/01/2022 12:02;TOI 220 b (Hoyer et al 2021)
316937670;221.01;PC;spoc;0.62425;.525;.385618;14/11/2018;14/11/2018;29/10/2021 00:00;TFOP FP
144440290;222.01;PC;spoc;.0;10.929;1.02;16/11/2018;16/11/2018;29/10/2021 00:00;single transit (no period)
326453034;223.01;IS;spoc;14.445.918;.87237;;29/11/2018;03/08/2021;29/10/2021 00:00;TFOP FA
47525799;225.01;PC;spoc;.0;.773851;.796;16/11/2018;16/11/2018;29/10/2021 00:00;single transit (no period)
47484268;226.01;PC;spoc;.0;.334;.378406;16/11/2018;16/11/2018;29/10/2021 00:00;The second event is not real. Single transit (no period).
2760710;227.01;PC;spoc;.0;.128;.211546;16/11/2018;16/11/2018;29/10/2021 00:00;The second event is not real. single transit (no period).
77044471;228.01;KP;qlp-s29-tois;268.650.414.920.873;118.273.997.306.824;1.06;29/11/2018;08/12/2021;21/12/2021 12:05;HATS-16 b
120610833;229.01;KP;spoc;312.607.775.197.458;.874705970287323;.91;29/11/2018;01/12/2021;07/12/2021 12:08;WASP-45 b
160074939;230.01;PC;spoc;13.340.145;157.943;1.36;29/11/2018;29/11/2018;29/10/2021 00:00;The transit signal maybe caused by scattered light.
204376737;231.01;KP;spoc;336.100.112.740.939;.817704975605011;.93;29/11/2018;02/12/2021;07/12/2021 12:08;WASP-6 b
402026209;232.01;KP;spoc;133.823.071.236.889;.894973993301392;.97;29/11/2018;07/10/2021;29/10/2021 00:00;WASP-4 b
415969908;233.01;PC;spoc-s01-s36-b0A-PC;116.700.268.163.742;.380272001028061;.36905;29/11/2018;14/01/2022;15/01/2022 00:00;possible multi
12423815;234.01;PC;spoc;283.928.091.754.337;.549329996109009;.544652;29/11/2018;06/07/2021;29/10/2021 00:00;check to update
280095254;235.01;PC;spoc;100.902.672.980.076;;;17/05/2019;28/07/2021;29/10/2021 00:00;two close by stars (<1arcsec) not accounted for by TIC - may be uncorrected dilution and therefore uncertain radius
9727392;236.01;PC;spoc;4.534.451;147.459;1.29;29/11/2018;29/11/2018;29/10/2021 00:00;1700 ppm secondary. Likely EB.
305048087;237.01;PC;spoc;5.433.729;.214;.180288;29/11/2018;29/11/2018;29/10/2021 00:00;low MES.
9006668;238.01;PC;spoc;12.730.996.065.354;.766027987003326;.84;29/11/2018;28/07/2021;29/10/2021 00:00;centroid offset not significant
9725627;239.01;KP;spoc-s01-s36-b0A-CPKP;415.678.153.390.618;138.830.995.559.692;1.27;29/11/2018;18/01/2022;18/01/2022 00:00;WASP-30b - BD
101948569;240.01;PC;spoc;194.711.017.873.161;.702944993972778;.67;29/11/2018;28/07/2021;29/10/2021 00:00;some odd-even
77031414;241.01;KP;spoc-s01-s36-b0A-CPKP;138.665.190.413.455;10.766.099.691.391;1.03;29/11/2018;08/12/2021;21/12/2021 12:05;WASP 173 b
120585579;242.01;PC;spoc;6.340.315;12.666;1.19;29/11/2018;29/11/2018;29/10/2021 00:00;The detected secondary could have a wrong depth estimation because of the low points near 1380.
149010208;243.01;PC;spoc;3.437.004;124.876;1.31;29/11/2018;29/11/2018;29/10/2021 00:00;Gaia radius is 1.8 Rsun. Planet radius is big.
118327550;244.01;PC;spoc;739.719.354.357.727;.407103002071381;.399476;29/11/2018;01/07/2021;29/10/2021 00:00;TFOP work in progress.
154618248;245.01;PC;spoc;877.092.124.006.292;1.42;;29/11/2018;01/07/2021;29/10/2021 00:00;TFOP work in progress.
158623531;246.01;KP;spoc;78.728.936.787.037;1.26;;20/12/2018;02/12/2021;02/12/2021 12:05;WASP-105 b
160148385;247.01;KP;spoc;342.525.674.668.285;111.654.996.871.948;.98;29/11/2018;02/12/2021;07/12/2021 12:08;WASP-96 b
201793781;248.01;PC;spoc;599.111.235.118.194;112.147.998.809.814;1.02;20/12/2018;06/07/2021;29/10/2021 00:00;potential L1 planet
179985715;249.01;PC;spoc;661.538.351.980.285;.603417992591858;.63;29/11/2018;15/07/2021;29/10/2021 00:00;
184240683;250.01;KP;spoc;162.842.955.686.443;109.409.999.847.412;1.02;29/11/2018;02/12/2021;07/12/2021 12:08;WASP-5 b
224225541;251.01;CP;spoc;493.770.131.753.953;.955756008625031;1.04;29/11/2018;02/12/2021;07/12/2021 12:08;TOI-251 b / TOI-251.01
237924601;252.01;EB;qlp;10.021.903;.87;;04/12/2018;04/12/2018;29/10/2021 00:00;synchronized
322063810;253.01;PC;spoc;351.049.380.470.679;.639370977878571;.63;29/11/2018;13/07/2021;29/10/2021 00:00;visual binary
49687222;254.01;PC;spoc;20.186.539;101.859;;29/11/2018;29/11/2018;29/10/2021 00:00;The transit shape looks asymmetric but it is not near known systematics
204317710;255.01;KP;spoc-s01-s36-b0A-CPKP;281.264.847.067.326;100.957.000.255.585;1.01;29/11/2018;09/12/2021;21/12/2021 12:05;HATS-32 b
92226327;256.01;KP;spoc;2.473.734.116;.215534999966621;.184589;30/11/2018;30/11/2018;02/11/2021 14:52;LHS-1140 b
92226327;256.02;KP;spoc;377.794.175.247.263;.215534999966621;.184589;30/11/2018;01/12/2021;07/12/2021 12:08;LHS-1140c
200723869;257.01;CP;spoc-s01-s36-b0A-CPKP;183.877.080.853.847;176.557.004.451.752;1.28;16/01/2019;09/12/2021;21/12/2021 12:05;HD 1991 b/ TOI-257 b
350445771;258.01;EB;qlp;31.901.603;1.99;1.32;04/12/2018;20/08/2021;29/10/2021 00:00;secondary
12862099;259.01;KP;spoc-s03-b02;242.382.258.353.343;.93;.96;30/11/2018;07/12/2021;08/12/2021 00:00;WASP-44 b
37749396;260.01;PC;spoc-s03-b01;13.470.018;.631587;.63;30/11/2018;07/12/2021;08/12/2021 00:00;only two transits
63898957;261.01;PC;spoc;33.639.253.966.859;128.017.997.741.699;1.069;30/11/2018;07/09/2021;29/10/2021 00:00;TOI 261.01
63898957;261.02;CP;spoc;130.393.586.213.526;131.383;1.069;30/11/2018;08/09/2021;22/01/2022 00:00;ambiguous period
70513361;262.01;PC;spoc;111.452.784.382.067;.848675012588501;.91;30/11/2018;01/12/2021;07/12/2021 12:08;validated planet
120916706;263.01;PC;spoc;0.55680952996049;.439738005399704;.435505;30/11/2018;01/12/2021;07/12/2021 12:08;verified planet candidate
122612091;264.01;KP;qlp;221.674;2.66;1.03;06/06/2019;22/12/2020;29/10/2021 00:00;WASP-72b
159951311;265.01;KP;spoc;592.426.613.248.315;.846670985221863;.87;06/06/2019;20/10/2021;29/10/2021 00:00;WASP-139 b
164767175;266.01;PC;spoc;107.510.106.578.568;.918917000293732;1.037;30/11/2018;28/07/2021;29/10/2021 00:00;TFOP work in progress.
164767175;266.02;PC;spoc;619.132;.929557;1.037;30/11/2018;30/11/2018;29/10/2021 00:00;period ambiguous for .01 and .02
166836920;267.01;KP;spoc;575.258.217.063.909;170.927.000.045.776;1.14;30/11/2018;20/10/2021;29/10/2021 00:00;WASP-99 b
219253008;268.01;PC;spoc;506.617.500.732.187;2.17;;17/05/2019;28/07/2021;29/10/2021 00:00;TICID 219253008 is a phantom from split (TICID 685340264 and 685340263)
220479565;269.01;CP;spoc;369.772.375.245.249;.39792400598526;.389135;17/05/2019;15/07/2021;12/01/2022 12:02;TOI-269 b
259377017;270.01;CP;spoc;566.056.931.603.069;.374357998371124;.362274;17/05/2019;14/10/2021;29/10/2021 00:00;TOI-270 c / TOI 270.01
259377017;270.02;CP;spoc;113.795.653.396.307;.374357998371124;.362274;17/05/2019;14/10/2021;29/10/2021 00:00;TOI-270 d / TOI-270.02
259377017;270.03;CP;spoc;336.013.770.677.629;.374357998371124;.362274;17/05/2019;14/10/2021;29/10/2021 00:00;TOI-270 b / TOI 270.03
259511357;271.01;PC;spoc;247.597.330.640.382;133.011.996.746.063;1.15;17/05/2019;13/07/2021;29/10/2021 00:00;follow up in progress
268766053;272.01;KP;spoc;330.984.575.478.706;.858618974685669;.818;30/11/2018;14/10/2021;29/10/2021 00:00;WASP-53 b
279740441;273.01;EB;spoc;0.741859449402693;.66174;.67;30/11/2018;06/12/2021;06/12/2021 00:00;"NEB on 279740439 (SG1)	"
281979481;274.01;PC;spoc;0.541794727227269;.807298004627228;.87;30/11/2018;26/10/2021;02/11/2021 14:52;TFOP FP
