TIC ID;TOI;TESS Disposition;Source;Period (days);Stellar Radius (R_Sun);Stellar Mass (M_Sun);Date TOI Alerted (UTC);Date TOI Updated (UTC);Date Modified;Comments
373017346;4450.01;PC;qlp-s40-tois;106.924.238;1.15;1.054;09/09/2021;04/03/2022;25/03/2022 12:06;
23229805;4451.01;PC;spoc;885.621.651.587.786;107.688.999.176.025;1.16;09/09/2021;09/09/2021;29/10/2021 00:00;underlying variability
229581160;4452.01;PC;spoc-s14-s41-b0A-PC;341.492.370.700.947;113.031.995.296.478;.96;09/09/2021;10/03/2022;10/03/2022 00:00;
243333538;4453.01;PC;spoc-s14-s41-b0A-PC;299.856.566.564.907;104.172.003.269.196;1.16;09/09/2021;04/03/2022;05/03/2022 00:00;possible small secondary consistent with large Rp
48217457;4454.01;KP;spoc-s14-s41-b0A-PC;312.034.790.095.885;109.921.002.388;1.1;09/09/2021;15/02/2022;02/03/2022 12:06;Kepler-488 b
138644215;4455.01;KP;spoc-s14-s41-b0A-PC;154.499.154.210.111;148.740.005.493.164;1.16;09/09/2021;15/02/2022;02/03/2022 12:06;Kepler-76 b
27774415;4456.01;KP;spoc-s14-s41-b0A-PC;494.268.043.504.792;132.567.000.389.099;.98;09/09/2021;15/02/2022;02/03/2022 12:06;Kepler-15 b / KOI-128.01
299220166;4457.01;KP;spoc-s14-s41-b0A-PC;321.770.643.883.146;.912926971912384;.98;09/09/2021;10/02/2022;02/03/2022 12:06;Kepler-426 b
229671380;4458.01;PC;qlp-s41-tois;39.393.779;2.1;1.11;09/09/2021;07/03/2022;25/03/2022 12:06;possible odd-even
230129753;4459.01;PC;spoc-s14-s41-b0A-PC;574.864.493.403.849;.577400028705597;.569246;09/09/2021;07/03/2022;07/03/2022 00:00;faint target
461635621;4460.01;PC;qlp;286.651.992;.69;.78;09/09/2021;09/09/2021;21/12/2021 00:00;contaminated by red giant
149282072;4461.01;PC;qlp;37.006.397;.79;.836;09/09/2021;09/09/2021;21/12/2021 00:00;Check neighbor TIC 149282076
76420654;4462.01;PC;qlp;49.132.953;2.06;1.08;09/09/2021;09/09/2021;29/10/2021 00:00;SG1 should check TIC 76420649
8599009;4463.01;PC;qlp;2.880.718;1.09;.975;09/09/2021;09/09/2021;21/12/2021 00:00;slight depth aperture correlation
441589581;4464.01;PC;qlp;80.381.505;5.14;;09/09/2021;09/09/2021;21/12/2021 00:00;SG1 should clear the neighbor
157236902;4465.01;PC;qlp;.0;.99;.979;09/09/2021;09/09/2021;13/12/2021 00:00;radius consistent with planet
268604331;4466.01;KP;spoc;501.312.201.798.686;169.675.004.482.269;1.41;07/10/2021;06/10/2021;29/10/2021 00:00;Kepler-471 b
48506505;4467.01;KP;spoc;77.913.418.321.424;.897403001785278;.95;07/10/2021;06/10/2021;29/10/2021 00:00;Kepler-447 b
441763252;4468.01;PC;spoc;277.090.364.032.055;.78930401802063;.822;07/10/2021;06/10/2021;29/10/2021 00:00;
75262942;4469.01;KP;spoc;266.390.293.570.648;.701368987560272;.634;07/10/2021;06/10/2021;29/10/2021 00:00;Wendelstein-1 b
256364928;4470.01;KP;qlp;22.185.706;.78;.84;07/10/2021;06/10/2021;29/10/2021 00:00;HD 189733 b
27318774;4471.01;KP;spoc;324.247.728.270.014;109.303.998.947.144;1.04;07/10/2021;06/10/2021;29/10/2021 00:00;Kepler-485 b
63211674;4472.01;KP;spoc;861.418.730.821.158;231.083.989.143.372;1.11;07/10/2021;06/10/2021;29/10/2021 00:00;Kepler-435 b
122441491;4473.01;KP;spoc;379.631.495.188.982;.83263099193573;.89;07/10/2021;06/10/2021;29/10/2021 00:00;Kepler-425 b
264508014;4474.01;KP;spoc;331.061.030.563.686;109.205.996.990.204;.93;07/10/2021;06/10/2021;29/10/2021 00:00;Kepler-424 b
159098316;4475.01;KP;spoc;358.018.737.304.865;106.061.995.029.449;.96;07/10/2021;06/10/2021;29/10/2021 00:00;Kepler-77 b
399794420;4476.01;KP;spoc;159.612.470.756.859;115.986.001.491.547;1.02;07/10/2021;06/10/2021;29/10/2021 00:00;Kepler-686 b
64531556;4477.01;PC;spoc;781.168.110.076.761;238.017.988.204.956;2.1;07/10/2021;06/10/2021;21/12/2021 00:00;possibly too large for period/insolation
233823679;4478.01;PC;spoc;275.823.611.482.437;116.527.998.447.418;1.035;07/10/2021;06/10/2021;21/12/2021 00:00;
126606859;4479.01;PC;spoc;115.880.481.196.006;.427388995885849;.422022;07/10/2021;06/10/2021;29/10/2021 00:00;potential L1 planet
377873569;4480.01;KP;spoc;384.982.890.614;391.191.005.706.787;1.05;07/10/2021;06/10/2021;29/10/2021 00:00;Kepler-1658 b
239332587;4481.01;PC;spoc;0.926277135093387;.425168991088867;.419577;07/10/2021;06/10/2021;21/12/2021 00:00;potential L1 planet
27990610;4482.01;KP;spoc;281.698.928.618.727;101.303.994.655.609;.94;07/10/2021;06/10/2021;29/10/2021 00:00;Kepler-670 b
209752908;4483.01;KP;spoc;175.247.343.647.318;.740711987018585;.68;07/10/2021;06/10/2021;29/10/2021 00:00;Wendelstein-2 b
272707711;4484.01;PC;spoc;268.907.026.904.307;.785703003406525;.79;07/10/2021;06/10/2021;29/10/2021 00:00;KOI 883.01
137903329;4485.01;KP;spoc;733.496.962.738.924;143.728.005.886.078;1.05;07/10/2021;06/10/2021;29/10/2021 00:00;Kepler-74 b
99224131;4486.01;KP;qlp;26.915.832;1.96;1.522;07/10/2021;06/10/2021;29/10/2021 00:00;HAT-P-49 b
193754373;4487.01;PC;spoc;395.371.131.148.523;168.578.994.274.139;1.11;07/10/2021;06/10/2021;21/12/2021 00:00;
269269546;4488.01;KP;spoc;445.347.214.624.157;.922087013721466;.93;07/10/2021;06/10/2021;29/10/2021 00:00;Kepler-548 b
267572272;4489.01;KP;spoc;279.757.835.136.783;.86736798286438;.96;07/10/2021;06/10/2021;29/10/2021 00:00;HAT-P-37 b
268924036;4490.01;KP;spoc;205.283.860.812.207;116.875.004.768.372;1.03;07/10/2021;06/10/2021;29/10/2021 00:00;Kepler-718 b
193336820;4491.01;PC;qlp;50.066.638;.6;.63;07/10/2021;06/10/2021;21/12/2021 00:00;small PC
298297931;4492.01;PC;qlp;44.332.062;1.26;1.007;07/10/2021;06/10/2021;21/12/2021 00:00;part of visual binary
263218688;4493.01;PC;qlp;15.076.523;2.82;;07/10/2021;06/10/2021;21/12/2021 00:00;low SNR
40466976;4494.01;PC;qlp;325.347.367;;;07/10/2021;06/10/2021;21/12/2021 00:00;no stellar radius
120826158;4495.01;PC;qlp;51.830.078;1.34;1.171;07/10/2021;21/10/2021;21/12/2021 00:00;potential L1 planet given Rp uncertainty
120826158;4495.02;PC;qlp;25.693.728;1.34;1.171;21/10/2021;22/11/2021;21/12/2021 00:00;potential L1 planet
275758701;4496.01;PC;qlp;11.861.003;;;07/10/2021;06/10/2021;21/12/2021 00:00;Double star. No stellar parameters but stellar radius seems super-solar (1.5-2.5 Rs). Radius may still be planetary (radius ratio ~4%).
436166416;4497.01;PC;qlp;3.600.219;1.75;1.6;07/10/2021;06/10/2021;21/12/2021 00:00;secondary and large
305943739;4498.01;PC;qlp;53.073.459;1.42;1.05;07/10/2021;06/10/2021;29/10/2021 00:00;ambiguous centroid plot
120183168;4499.01;PC;qlp;34.902.176;1.09;1.151;07/10/2021;06/10/2021;21/12/2021 00:00;potential L1 candidate
406190563;4500.01;PC;qlp;17.776.457;3.08;1.46;07/10/2021;06/10/2021;21/12/2021 00:00;low SNR
22069559;4501.01;PC;qlp;20.355.691;2.94;2.037;07/10/2021;06/10/2021;21/12/2021 00:00;out of transit baseline is not flat
239372503;4502.01;PC;qlp;17.104.291;2.38;3.135;07/10/2021;06/10/2021;29/10/2021 00:00;star is hot and variable
167719618;4503.01;PC;spoc;236.899.400.612.618;.796253979206085;.91;21/10/2021;21/10/2021;29/11/2021 00:00;two transits
349972412;4504.01;PC;spoc;82.938.307.308.604;.96091902256012;.9;21/10/2021;21/10/2021;29/10/2021 00:00;8 hour TTV
349972412;4504.02;PC;spoc;242.607.976.624.926;.96091902256012;.9;21/10/2021;21/10/2021;29/10/2021 00:00;potential multi
150299840;4505.01;PC;spoc;19.473.547.710.881;196.747.994.422.913;1.48;21/10/2021;21/10/2021;29/11/2021 00:00;multiple transits in Y1
434105094;4506.01;PC;spoc;541.067.511.214.948;.185012996196747;.154449;21/10/2021;21/10/2021;29/10/2021 00:00;v-shaped
179582003;4507.01;PC;spoc;104.615.940.624.114;197.584.998.607.635;1.15;18/11/2021;18/11/2021;29/11/2021 00:00;large PC
170789802;4508.01;PC;spoc;346.727.789.358.939;.332563996315002;.314054;21/10/2021;21/10/2021;29/10/2021 00:00;potential L1 planet
319610598;4509.01;PC;spoc;.0;181.171.000.003.815;1.51;21/10/2021;21/10/2021;29/11/2021 00:00;single transit
340458804;4510.01;PC;spoc;194.242.074.833.968;151.839.995.384.216;1.9;21/10/2021;21/10/2021;29/10/2021 00:00;weak signal
333674399;4511.01;PC;spoc-s42-s43-b0A;209.038.860.328.393;100.144.994.258.881;1.017;21/10/2021;26/01/2022;09/02/2022 12:05;potential multi
333674399;4511.02;PC;spoc-s42-s43-b0A;109.771.075.979.605;100.144.994.258.881;1.017;25/01/2022;25/01/2022;26/01/2022 12:06;potential multi
243014114;4512.01;KP;qlp-s44-ffi;195.624.363;.76;.66;21/10/2021;07/01/2022;26/01/2022 12:06;K2-174 b
408261725;4513.01;PC;qlp;97.607.632;.8;.979;21/10/2021;09/11/2021;19/12/2021 00:00;potential L1 planet
436875934;4514.01;KP;qlp-s44-tois;27.535.993;.86;.84;21/10/2021;11/03/2022;25/03/2022 12:06;HAT-P-52 b
456862677;4515.01;PC;spoc-s42-s43;152.661.023.876.467;.874077975749969;.944;21/10/2021;26/01/2022;09/02/2022 12:05;period could be half (7.63 d)
85593751;4516.01;KP;spoc;372.265.569.562.824;.820640027523041;.809;21/10/2021;21/10/2021;29/10/2021 00:00;WASP-11 b
301289516;4517.01;KP;spoc;120.891.224.083.645;.634163022041321;.66;21/10/2021;21/10/2021;29/10/2021 00:00;GJ 9827 b
398572544;4518.01;KP;spoc;34.086.164.125.258;111.381.995.677.948;1.16;21/10/2021;21/10/2021;29/10/2021 00:00;WASP-28 b
419957393;4519.01;PC;spoc-s42-s43-b0A;58.903.557.525.641;;;21/10/2021;13/01/2022;26/01/2022 12:06;no stellar parameters but Gaia DR2 Teff + astrometry suggest star is M dwarf
404243877;4520.01;KP;spoc;32.047.095;;;21/10/2021;21/10/2021;29/10/2021 00:00;K2-238 b
439842788;4521.01;KP;spoc;3.071.859.293.808;.848393976688385;.851;21/10/2021;21/10/2021;29/10/2021 00:00;WASP-177 b
369480087;4522.01;PC;spoc;0.364322479038833;.347330987453461;.331123;21/10/2021;21/10/2021;12/11/2021 12:01;very short Tdur
427332229;4523.01;KP;spoc;271.866.235.871.801;102.762.997.150.421;1.3;21/10/2021;21/10/2021;29/10/2021 00:00;WASP-32 b
333657795;4524.01;PC;qlp-s44-tois;0.9260139;1.11;1;21/10/2021;11/03/2022;25/03/2022 12:06;potential L1 planet
36592530;4525.01;KP;spoc;248.393.103.535.622;127.552.998.065.948;1.14;21/10/2021;21/10/2021;29/10/2021 00:00;WASP-75 b
39926974;4526.01;KP;spoc;226.026.548.696.204;.34102401137352;.323833;21/10/2021;21/10/2021;29/10/2021 00:00;K2-28 b
380887434;4527.01;PC;spoc-s42-s43-b0A;0.399444495232738;.485947996377945;.483997;21/10/2021;14/01/2022;26/01/2022 12:06;potential L1 planet
376981340;4528.01;O;spoc-s42-b02;402.497.118.697.644;.770497024059296;;21/10/2021;22/02/2022;23/02/2022 00:00;match to TOI 4545
384888319;4529.01;PC;qlp;58.789.642;.49;.490854;21/10/2021;09/11/2021;29/11/2021 00:00;potential L1 planet
35022727;4530.01;KP;qlp-s44-tois;3.652.821;.91;.993;21/10/2021;11/03/2022;25/03/2022 12:06;HAT-P-25 b
262662119;4531.01;KP;qlp;45.334.624;1.2;1.06;21/10/2021;21/10/2021;29/10/2021 00:00;WASP-151 b
376939759;4532.01;KP;qlp;58.175.986;1.22;1;21/10/2021;09/11/2021;13/11/2021 12:04;K2-113 b
418761354;4533.01;KP;qlp;21.747.669;.71;.715;21/10/2021;29/10/2021;29/10/2021 00:00;detected with combined QLP + K2 data
437704321;4534.01;KP;qlp;2.849.282;.74;.669;21/10/2021;21/10/2021;29/10/2021 00:00;K2-55 b
26017005;4535.01;KP;spoc-s42-s43-b0A;409.837.725.022.489;106.394.994.258.881;.883;21/10/2021;07/01/2022;26/01/2022 12:06;K2-30 b
380907135;4536.01;KP;spoc-s42-s43-b0A;404.606.564.692.054;1.81;1.29;21/10/2021;13/01/2022;26/01/2022 12:06;WASP-118 b
251039147;4537.01;PC;qlp;66.612.775;1.07;1.1;21/10/2021;21/10/2021;29/11/2021 00:00;potential L1 planet
262715204;4538.01;KP;qlp;7.138.561;.77;.868;21/10/2021;21/10/2021;29/10/2021 00:00;K2-285 c
262715204;4538.02;KP;qlp;34.715.644;.77;.868;21/10/2021;21/10/2021;29/10/2021 00:00;K2-285 b
102264230;4539.01;KP;qlp;41.591.488;1.11;.984;21/10/2021;21/10/2021;29/10/2021 00:00;WASP-47 b
388816604;4540.01;PC;qlp;25.048.162;.92;.92;21/10/2021;21/10/2021;29/11/2021 00:00;K2 target
293432942;4541.01;PC;qlp;11.339.201;;;21/10/2021;21/10/2021;11/01/2022 12:01;DR3 parallax ~ 0.3
4464022;4542.01;PC;qlp;59.167.848;1.05;.771;21/10/2021;21/10/2021;19/12/2021 00:00;variable star
435336785;4543.01;PC;qlp-s44-ffi;57.740.318;3.19;;21/10/2021;07/01/2022;26/01/2022 12:06;possibly too large for insolation
435339847;4544.01;KP;qlp;82.000.786;.79;.793;21/10/2021;29/10/2021;02/11/2021 14:52;K2-77 b
610976842;4545.01;KP;qlp;40.248.873;.77;.71;21/10/2021;21/10/2021;29/10/2021 00:00;K2-295 b
25911962;4546.01;PC;qlp-s44-tois;0.745638;1.96;1.53;21/10/2021;11/03/2022;25/03/2022 12:06;two stars in pixel
206284139;4547.01;KP;qlp;30.026.215;1.45;1;21/10/2021;21/10/2021;29/10/2021 00:00;K2-60 b
21130820;4548.01;PC;qlp-s44-ffi;46.004.176;1.59;;21/10/2021;07/01/2022;11/01/2022 12:05;see observing notes re: stellar multiplicity not responsible for transits
9030119;4549.01;PC;qlp;3.312.912;.98;.97;21/10/2021;21/10/2021;29/11/2021 00:00;detected with combined QLP + K2 data
400972123;4550.01;PC;qlp;18.868.668;2.57;2.26;25/10/2021;25/10/2021;02/11/2021 14:52;possible centroid offset
204650483;4551.01;PC;qlp;9.956.296;3.38;;28/10/2021;27/10/2021;23/03/2022 00:00;variable star
248250955;4552.01;PC;spoc;0.301150580637201;.28617799282074;.260928;28/10/2021;27/10/2021;02/11/2021 14:52;possible L1 planet
383721338;4553.01;PC;spoc;203.129.648.533.101;146.589.994.430.542;1.327;28/10/2021;01/11/2021;02/11/2021 14:52;period is 20.3 d
369768787;4554.01;PC;spoc;391.076.478.247.838;.796293020248413;.96;28/10/2021;27/10/2021;02/11/2021 14:52;only one real transit in each Y1 and Y3
141770198;4555.01;PC;spoc;522.627.267.732.424;140.972.995.758.057;1.19;28/10/2021;27/10/2021;29/11/2021 00:00;weak signal
107018378;4556.01;PC;spoc;379.242.208.071.527;.218553006649017;.187676;28/10/2021;27/10/2021;02/11/2021 14:52;small planet around M dwarf
258917846;4557.01;PC;spoc;322.924.417.103.338;123.318.004.608.154;;28/10/2021;27/10/2021;23/03/2022 00:00;
220414682;4558.01;PC;spoc;658.124.759.412.861;226.311.993.598.938;;28/10/2021;27/10/2021;29/11/2021 00:00;weak signal
271169413;4559.01;PC;spoc;396.498.491.783.226;.426766991615295;.421338;28/10/2021;27/10/2021;02/11/2021 14:52;potential L1 planet
307716123;4560.01;PC;spoc;376.346.188.213.788;189.742.004.871.368;1.33;28/10/2021;27/10/2021;02/11/2021 14:52;weak signal
33716474;4561.01;PC;spoc;893.556.375.121.747;.851957023143768;1;28/10/2021;27/10/2021;29/11/2021 00:00;weak signal
349576261;4562.01;PC;spoc;225.130.133.280.843;125.231.003.761.292;1.09;28/10/2021;27/10/2021;02/11/2021 14:52;very long period but short duration
418255064;4563.01;PC;spoc;7.434.843.887.942;.697665989398956;.92;28/10/2021;27/10/2021;02/11/2021 14:52;two transits
400786146;4564.01;PC;spoc;221.557.917.054.499;162.670.004.367.828;1.16;28/10/2021;27/10/2021;02/11/2021 14:52;slight centroid offset to W
381897917;4565.01;PC;spoc;692.515.064.579.292;.531247973442078;.528076;28/10/2021;27/10/2021;02/11/2021 14:52;two transits 2 years apart
269728501;4566.01;PC;spoc;208.445.574.243.216;.713303983211517;.7;28/10/2021;27/10/2021;29/11/2021 00:00;weak signal
307849973;4567.01;PC;spoc;0.840934295590172;.608497977256775;.594967;28/10/2021;27/10/2021;02/11/2021 14:52;weak signal
307849973;4567.02;PC;spoc;235.422.221.212.153;.608497977256775;.594967;28/10/2021;27/10/2021;02/11/2021 14:52;weak signal
447088034;4568.01;PC;spoc;140.064.208.130.979;132.623.994.350.433;1.07;28/10/2021;27/10/2021;02/11/2021 14:52;weak signal
149126400;4569.01;PC;spoc;122.531.587.062.166;.29764398932457;.273932;28/10/2021;27/10/2021;02/11/2021 14:52;weak signal
137402055;4570.01;KP;spoc;197.368.254.522.936;.697970986366272;.74;01/11/2021;01/11/2021;03/11/2021 12:05;Kepler-785 b
48451130;4571.01;KP;spoc;303.641.056.972.632;.795117974281311;.78;01/11/2021;01/11/2021;03/11/2021 12:05;Kepler-486 b
154940895;4572.01;PC;spoc;269.511.351.142;.469523996114731;.467145;01/11/2021;01/11/2021;03/11/2021 12:05;weak signal
362103298;4573.01;PC;spoc;107.155.203.718.879;.623616993427277;.66;01/11/2021;01/11/2021;03/11/2021 12:05;
298428237;4574.01;PC;spoc;0.768997189356457;.543079018592834;.538988;01/11/2021;01/11/2021;19/12/2021 00:00;possible centroid offset and secondary
372759746;4575.01;PC;spoc;279.992.323.497.759;115.647.995.471.954;1.073;01/11/2021;01/11/2021;03/11/2021 12:05;low SNR
157667414;4576.01;PC;spoc;104.828.577.766.081;.677846014499664;.67;01/11/2021;01/11/2021;19/12/2021 00:00;potential L1 planet
138364831;4577.01;KP;spoc;162.605.824.127.902;104.426.002.502.441;.96;01/11/2021;01/11/2021;03/11/2021 12:05;Kepler-685 b
154474036;4578.01;PC;spoc;862.395.442.814.153;.87873500585556;1.077;01/11/2021;01/11/2021;03/11/2021 12:05;potential L1 planet
27769688;4579.01;KP;spoc;884.956.829.658.291;.939951002597809;.967;01/11/2021;01/11/2021;03/11/2021 12:05;Kepler-396 c / KOI 2672.01
219742885;4580.01;PC;spoc;0.916788077596227;.973028004169464;.98;01/11/2021;01/11/2021;09/03/2022 00:00;very shallow
273231214;4581.01;KP;spoc;223.430.331.972.275;142.864.000.797.272;1.183;01/11/2021;01/11/2021;03/11/2021 12:05;KOI-94 d
219854519;4582.01;PC;spoc;310.201.393.203.248;256.935.000.419.617;;01/11/2021;01/11/2021;03/11/2021 12:05;possible odd-even but likely a result of momentum dump
103604037;4583.01;PC;spoc;195.202.385.591.324;;;01/11/2021;01/11/2021;03/11/2021 12:05;no stellar parameters
120255950;4584.01;KP;spoc;315.820.817.617.713;105.177.998.542.786;1.014;01/11/2021;01/11/2021;03/11/2021 12:05;Kepler-1656 b
233529335;4585.01;PC;spoc;.0;128.866.994.380.951;1.052;01/11/2021;01/11/2021;03/11/2021 12:05;single transit
416534875;4586.01;PC;spoc;539.091.851.214.855;.865884006023407;.94;01/11/2021;01/11/2021;20/03/2022 00:00;weak signal
137683938;4587.01;PC;spoc;328.974.571.472.232;.567309021949768;.560561;01/11/2021;01/11/2021;12/01/2022 12:02;weak signal
48031665;4588.01;PC;spoc;131.188.754.341.678;157.457.995.414.734;1.85;01/11/2021;01/11/2021;03/11/2021 12:05;KOI 972.01
164458714;4589.01;KP;spoc;178.334.735.679.421;142.748.999.595.642;1.238;01/11/2021;01/11/2021;03/11/2021 12:05;Kepler-410 A b
154923406;4590.01;PC;spoc;777.647.541.195.051;.78667801618576;.83;01/11/2021;01/11/2021;03/11/2021 12:05;weak signal
356868487;4591.01;PC;spoc;279.104.175.035.485;139.013.004.302.979;;01/11/2021;01/11/2021;03/11/2021 12:05;Gaia Rs = 1.19 Rsun making this 16.7 Re
122785299;4592.01;KP;spoc;888.198.123.394.039;.977053999900818;.87;01/11/2021;01/11/2021;03/11/2021 12:05;Kepler-75 b
399954349;4593.01;PC;spoc;783.446.537.260.301;.731145977973938;.785;01/11/2021;01/11/2021;12/01/2022 12:02;some out of transit variability
158555987;4594.01;PC;spoc;554.612.185.323.093;188.936.996.459.961;1.53;01/11/2021;01/11/2021;12/01/2022 12:02;possible odd-even
159725995;4595.01;KP;spoc;377.452.623.662.257;138.188.004.493.713;1.07;01/11/2021;01/11/2021;03/11/2021 12:05;Kepler-762 b
86951294;4596.01;PC;qlp-s45-tois;41.193.984;.98;.99;01/11/2021;11/03/2022;25/03/2022 12:06;possible centroid offset towards no particular star
68573534;4597.01;PC;qlp-s44-ffi;46.663.795;1.57;1.814;01/11/2021;07/01/2022;26/01/2022 12:06;
29017001;4598.01;PC;qlp-s44-ffi;82.008.655;1.76;1.111;01/11/2021;07/01/2022;26/01/2022 12:06;
307809773;4599.01;PC;qlp-s45-ffi;27.695.085;.47;.463011;01/11/2021;24/01/2022;26/01/2022 12:06;potential multi
307809773;4599.02;PC;qlp-s45-ffi;57.057.959;.47;.463011;01/11/2021;24/01/2022;26/01/2022 12:06;TOI 4599.02
232608943;4600.01;PC;qlp;826.902.022;.83;.849;02/11/2021;01/11/2021;03/11/2021 12:05;single transit near ~1786 TBJD unrelated to this signal
349071261;4601.01;PC;spoc-s44-b0A;278.752.325.411.355;127.487.003.803.253;1.288;02/11/2021;10/01/2022;26/01/2022 12:06;V-shaped
467651916;4602.01;PC;qlp-s44-ffi;39.807.323;1.16;1.11;02/11/2021;07/01/2022;26/01/2022 12:06;possible centroid offset to NE
437856897;4603.01;PC;qlp-s45-tois;72.454.963;2.68;1.176;02/11/2021;11/03/2022;25/03/2022 12:06;variable host
27039476;4604.01;KP;qlp;22.254.527;.92;.97;02/11/2021;09/11/2021;09/11/2021 00:00;weak detection
19155785;4605.01;PC;qlp-s45-tois;31.440.629;1;1.013;02/11/2021;11/03/2022;25/03/2022 12:06;possible centroid offset and secondary in QLP s44
68577662;4606.01;KP;qlp-s44-ffi;111.684.037;1.22;1.1;02/11/2021;07/01/2022;26/01/2022 12:06;K2-232 b
28294709;4607.01;PC;qlp;55.109.534;1.31;1.286;09/11/2021;09/11/2021;19/12/2021 00:00;possible SV
427740976;4608.01;PC;qlp-s44-ffi;23.494.907;1.51;1.7;09/11/2021;07/01/2022;26/01/2022 12:06;host is possibly a pulsating star
118820486;4609.01;PC;qlp-s44-ffi;26.922.358;1.68;1.713;09/11/2021;07/01/2022;26/01/2022 12:06;SG1 should clear the bright neighbor (TIC 1188204860). Large PC.
1950736;4610.01;PC;qlp-s46-tois;31.130.066;.69;.64;09/11/2021;11/03/2022;25/03/2022 12:06;Possible SV
68646526;4611.01;PC;qlp-s44-ffi;52.289.874;1.28;1.196;09/11/2021;07/01/2022;26/01/2022 12:06;K2 multi (EPIC247164043)
97735908;4612.01;KP;qlp-s45-tois;4.113.769;1.88;1.249;09/11/2021;11/03/2022;25/03/2022 12:06;KELT-2 A b
436652523;4613.01;PC;qlp-s44-ffi;45.461.673;2.4;;09/11/2021;07/01/2022;26/01/2022 12:06;v-shaped
408809625;4614.01;PC;spoc-s42-s43-b0A;138.338.893.192.443;.876814007759094;.661;09/11/2021;26/01/2022;09/02/2022 12:05;V-shaped
84599716;4615.01;PC;qlp-s45-tois;53.200.483;2.37;1.26;09/11/2021;11/03/2022;25/03/2022 12:06;evolved host
258796169;4616.01;PC;spoc-s42-s43-b0A;155.383.260.822.754;.192728996276855;.161878;09/11/2021;26/01/2022;09/02/2022 12:05;potential L1 planet
18373995;4617.01;PC;spoc-s44-b0A;348.762.859.679.603;122.040.998.935.699;1.03;09/11/2021;07/01/2022;26/01/2022 12:06;large Rp
284326455;4618.01;KP;qlp-s45-tois;37.998.451;.76;.647;09/11/2021;10/03/2022;25/03/2022 12:06;HAT-P-54 b
238586172;4619.01;PC;spoc-s45-b0A;347.375.673.251.524;156.373.000.144.958;1.69;09/11/2021;10/03/2022;25/03/2022 12:06;TOI 4619.01 and K2 candidate EPIC 208833261.01
171160243;4620.01;PC;qlp-s44-tois;13.887.383;2.08;1.86;09/11/2021;11/03/2022;25/03/2022 12:06;pulsating star
293457754;4621.01;KP;spoc-s42-s43-b0A;451.951.197.033.112;10.320.999.622.345;1.07;09/11/2021;26/01/2022;09/02/2022 12:05;WASP-181 b
94727308;4622.01;PC;spoc;129.638.461.539.438;.463183999061584;.460522;09/11/2021;09/11/2021;23/11/2021 12:02;faint M dwarf
56399553;4623.01;KP;spoc-s44-b02;325.870.385.586.657;.817113995552063;.935;09/11/2021;07/01/2022;26/01/2022 12:06;K2-29 b
84339983;4624.01;KP;qlp-s45-tois;27.908.393;1.47;1.394;09/11/2021;10/03/2022;25/03/2022 12:06;HAT-P-56 b
58472992;4625.01;PC;qlp-s44-tois;21.917.299;.72;;09/11/2021;11/03/2022;25/03/2022 12:06;potential L1 planet
241442273;4626.01;PC;qlp;174.756.122;.84;.93;18/11/2021;18/11/2021;23/03/2022 00:00;slight centroid shift
89702406;4627.01;PC;spoc;231.464.034.462.078;106.356.000.900.269;;18/11/2021;18/11/2021;23/03/2022 00:00;v-shaped
404421005;4628.01;PC;spoc;632.668.003.681.937;.97538298368454;1.008;19/11/2021;18/11/2021;12/01/2022 12:02;weak signal
304339227;4629.01;PC;spoc;714.692.730.278.397;112.576.997.280.121;1.11;19/11/2021;18/11/2021;25/11/2021 12:05;two transits
292202337;4630.01;PC;spoc;721.562.219.056.956;.968886017799377;1.01;19/11/2021;18/11/2021;25/11/2021 12:05;two transits separated by 2 years
313006381;4631.01;PC;spoc;.0;.821641981601715;.99;19/11/2021;18/11/2021;25/11/2021 12:05;single transit
336075472;4632.01;PC;spoc;378.859.161.014.034;.702045023441315;.65;19/11/2021;18/11/2021;19/12/2021 00:00;two transits
307958020;4633.01;PC;spoc;54.387.843.987.158;15.819.000.005.722;.96;19/11/2021;18/11/2021;25/11/2021 12:05;two transits
17150865;4634.01;PC;spoc-s44-b0A;0.870656218911439;147.365.999.221.802;1.16;19/11/2021;10/01/2022;26/01/2022 12:06;TOI 4634.01 and K2 candidate EPIC 210754505
337129672;4635.01;PC;spoc;491.077.047.395.584;.722450017929077;.68;19/11/2021;18/11/2021;26/01/2022 12:02;Period may be half or 1/4
405484221;4636.01;PC;spoc;4.282.891.524.015;.289034008979797;.264156;19/11/2021;18/11/2021;25/11/2021 12:05;SG1 should clear the bright neighbor
306485267;4637.01;PC;spoc;143.540.583.235.874;.864650011062622;.868;19/11/2021;18/11/2021;25/11/2021 12:05;Significant odd-even
58824746;4638.01;PC;spoc;102.829.582.517.974;.894563019275665;1.015;19/11/2021;18/11/2021;19/12/2021 00:00;SG1 should clear the neighbors
91251292;4639.01;PC;spoc;399.018.014.819.759;102.672.004.699.707;1.17;19/11/2021;18/11/2021;19/12/2021 00:00;potential L1 candidate
337216118;4640.01;PC;spoc;2.685.722.911.326;106.714.999.675.751;1.1;19/11/2021;18/11/2021;25/11/2021 12:05;possibly SV
436873727;4641.01;PC;qlp-s44-ffi;220.967.354;1.75;1.46;19/11/2021;07/01/2022;26/01/2022 12:06;variable star
